Date,DJIA
2016-11-19,18897.516666666666
2016-11-20,18927.103333333333
2016-11-21,18956.69
2016-11-22,19023.87
2016-11-23,19083.18
2016-11-24,19117.66
2016-11-25,19152.14
2016-11-26,19134.06
2016-11-27,19115.98
2016-11-28,19097.9
2016-11-29,19121.6
2016-11-30,19123.58
2016-12-01,19191.93
2016-12-02,19170.42
2016-12-03,19185.693333333333
2016-12-04,19200.966666666667
2016-12-05,19216.24
2016-12-06,19251.78
2016-12-07,19549.62
2016-12-08,19614.81
2016-12-09,19756.85
2016-12-10,19770.04333333333
2016-12-11,19783.236666666668
2016-12-12,19796.43
2016-12-13,19911.21
2016-12-14,19792.53
2016-12-15,19852.24
2016-12-16,19843.41
2016-12-17,19856.626666666667
2016-12-18,19869.843333333334
2016-12-19,19883.06
2016-12-20,19974.62
2016-12-21,19941.96
2016-12-22,19918.88
2016-12-23,19933.81
2016-12-24,19935.683333333334
2016-12-25,19937.556666666667
2016-12-26,19939.43
2016-12-27,19945.04
2016-12-28,19833.68
2016-12-29,19819.78
2016-12-30,19762.6
2016-12-31,19782.46
2017-01-01,19802.32
2017-01-02,19822.18
2017-01-03,19881.76
2017-01-04,19942.16
2017-01-05,19899.29
2017-01-06,19963.8
2017-01-07,19938.326666666668
2017-01-08,19912.853333333333
2017-01-09,19887.38
2017-01-10,19855.53
2017-01-11,19954.28
2017-01-12,19891.0
2017-01-13,19885.73
2017-01-14,19875.903333333332
2017-01-15,19866.076666666668
2017-01-16,19856.25
2017-01-17,19826.77
2017-01-18,19804.72
2017-01-19,19732.4
2017-01-20,19827.25
2017-01-21,19818.116666666665
2017-01-22,19808.983333333334
2017-01-23,19799.85
2017-01-24,19912.71
2017-01-25,20068.51
2017-01-26,20100.91
2017-01-27,20093.78
2017-01-28,20052.896666666667
2017-01-29,20012.013333333332
2017-01-30,19971.13
2017-01-31,19864.09
2017-02-01,19890.94
2017-02-02,19884.91
2017-02-03,20071.46
2017-02-04,20065.11333333333
2017-02-05,20058.766666666666
2017-02-06,20052.42
2017-02-07,20090.29
2017-02-08,20054.34
2017-02-09,20172.4
2017-02-10,20269.37
2017-02-11,20316.966666666667
2017-02-12,20364.56333333333
2017-02-13,20412.16
2017-02-14,20504.41
2017-02-15,20611.86
2017-02-16,20619.77
2017-02-17,20624.05
2017-02-18,20643.876666666667
2017-02-19,20663.70333333333
2017-02-20,20683.53
2017-02-21,20743.0
2017-02-22,20775.6
2017-02-23,20810.32
2017-02-24,20821.76
2017-02-25,20826.986666666664
2017-02-26,20832.213333333333
2017-02-27,20837.44
2017-02-28,20812.24
2017-03-01,21115.55
2017-03-02,21002.97
2017-03-03,21005.71
2017-03-04,20988.586666666666
2017-03-05,20971.463333333333
2017-03-06,20954.34
2017-03-07,20924.76
2017-03-08,20855.73
2017-03-09,20858.19
2017-03-10,20902.98
2017-03-11,20895.81333333333
2017-03-12,20888.646666666667
2017-03-13,20881.48
2017-03-14,20837.37
2017-03-15,20950.1
2017-03-16,20934.55
2017-03-17,20914.62
2017-03-18,20911.7
2017-03-19,20908.78
2017-03-20,20905.86
2017-03-21,20668.01
2017-03-22,20661.3
2017-03-23,20656.58
2017-03-24,20596.72
2017-03-25,20581.473333333335
2017-03-26,20566.226666666666
2017-03-27,20550.98
2017-03-28,20701.5
2017-03-29,20659.32
2017-03-30,20728.49
2017-03-31,20663.22
2017-04-01,20658.883333333335
2017-04-02,20654.546666666665
2017-04-03,20650.21
2017-04-04,20689.24
2017-04-05,20648.15
2017-04-06,20662.95
2017-04-07,20656.1
2017-04-08,20656.739999999998
2017-04-09,20657.38
2017-04-10,20658.02
2017-04-11,20651.3
2017-04-12,20591.86
2017-04-13,20453.25
2017-04-14,20545.08
2017-04-15,20575.693333333333
2017-04-16,20606.306666666667
2017-04-17,20636.92
2017-04-18,20523.28
2017-04-19,20404.49
2017-04-20,20578.71
2017-04-21,20547.76
2017-04-22,20619.803333333333
2017-04-23,20691.846666666665
2017-04-24,20763.89
2017-04-25,20996.12
2017-04-26,20975.09
2017-04-27,20981.33
2017-04-28,20940.51
2017-04-29,20931.493333333332
2017-04-30,20922.476666666666
2017-05-01,20913.46
2017-05-02,20949.89
2017-05-03,20957.9
2017-05-04,20951.47
2017-05-05,21006.94
2017-05-06,21008.719999999998
2017-05-07,21010.5
2017-05-08,21012.28
2017-05-09,20975.78
2017-05-10,20943.11
2017-05-11,20919.42
2017-05-12,20896.61
2017-05-13,20925.053333333333
2017-05-14,20953.496666666666
2017-05-15,20981.94
2017-05-16,20979.75
2017-05-17,20606.93
2017-05-18,20663.02
2017-05-19,20804.84
2017-05-20,20834.836666666666
2017-05-21,20864.833333333336
2017-05-22,20894.83
2017-05-23,20937.91
2017-05-24,21012.42
2017-05-25,21082.95
2017-05-26,21080.28
2017-05-27,21071.81333333333
2017-05-28,21063.346666666668
2017-05-29,21054.88
2017-05-30,21029.47
2017-05-31,21008.65
2017-06-01,21144.18
2017-06-02,21206.29
2017-06-03,21198.873333333333
2017-06-04,21191.45666666667
2017-06-05,21184.04
2017-06-06,21136.23
2017-06-07,21173.69
2017-06-08,21182.53
2017-06-09,21271.97
2017-06-10,21259.87
2017-06-11,21247.77
2017-06-12,21235.67
2017-06-13,21328.47
2017-06-14,21374.56
2017-06-15,21359.9
2017-06-16,21384.28
2017-06-17,21432.516666666666
2017-06-18,21480.753333333334
2017-06-19,21528.99
2017-06-20,21467.14
2017-06-21,21410.03
2017-06-22,21397.29
2017-06-23,21394.76
2017-06-24,21399.69
2017-06-25,21404.62
2017-06-26,21409.55
2017-06-27,21310.66
2017-06-28,21454.61
2017-06-29,21287.03
2017-06-30,21349.63
2017-07-01,21392.843333333334
2017-07-02,21436.056666666667
2017-07-03,21479.27
2017-07-04,21478.72
2017-07-05,21478.17
2017-07-06,21320.04
2017-07-07,21414.34
2017-07-08,21412.4
2017-07-09,21410.46
2017-07-10,21408.52
2017-07-11,21409.07
2017-07-12,21532.14
2017-07-13,21553.09
2017-07-14,21637.74
2017-07-15,21635.06666666667
2017-07-16,21632.393333333333
2017-07-17,21629.72
2017-07-18,21574.73
2017-07-19,21640.75
2017-07-20,21611.78
2017-07-21,21580.07
2017-07-22,21557.77
2017-07-23,21535.469999999998
2017-07-24,21513.17
2017-07-25,21613.43
2017-07-26,21711.01
2017-07-27,21796.55
2017-07-28,21830.31
2017-07-29,21850.58
2017-07-30,21870.85
2017-07-31,21891.12
2017-08-01,21963.92
2017-08-02,22016.24
2017-08-03,22026.1
2017-08-04,22092.81
2017-08-05,22101.346666666668
2017-08-06,22109.88333333333
2017-08-07,22118.42
2017-08-08,22085.34
2017-08-09,22048.7
2017-08-10,21844.01
2017-08-11,21858.32
2017-08-12,21903.45
2017-08-13,21948.579999999998
2017-08-14,21993.71
2017-08-15,21998.99
2017-08-16,22024.87
2017-08-17,21750.73
2017-08-18,21674.51
2017-08-19,21684.256666666664
2017-08-20,21694.003333333334
2017-08-21,21703.75
2017-08-22,21899.89
2017-08-23,21812.09
2017-08-24,21783.4
2017-08-25,21813.67
2017-08-26,21811.913333333334
2017-08-27,21810.156666666666
2017-08-28,21808.4
2017-08-29,21865.37
2017-08-30,21892.43
2017-08-31,21948.1
2017-09-01,21987.56
2017-09-02,21948.52
2017-09-03,21909.48
2017-09-04,21870.44
2017-09-05,21753.31
2017-09-06,21807.64
2017-09-07,21784.78
2017-09-08,21797.79
2017-09-09,21884.316666666666
2017-09-10,21970.843333333334
2017-09-11,22057.37
2017-09-12,22118.86
2017-09-13,22158.18
2017-09-14,22203.48
2017-09-15,22268.34
2017-09-16,22289.343333333334
2017-09-17,22310.346666666665
2017-09-18,22331.35
2017-09-19,22370.8
2017-09-20,22412.59
2017-09-21,22359.23
2017-09-22,22349.59
2017-09-23,22331.756666666668
2017-09-24,22313.923333333332
2017-09-25,22296.09
2017-09-26,22284.32
2017-09-27,22340.71
2017-09-28,22381.2
2017-09-29,22405.09
2017-09-30,22455.926666666666
2017-10-01,22506.763333333332
2017-10-02,22557.6
2017-10-03,22641.67
2017-10-04,22661.64
2017-10-05,22775.39
2017-10-06,22773.67
2017-10-07,22769.469999999998
2017-10-08,22765.27
2017-10-09,22761.07
2017-10-10,22830.68
2017-10-11,22872.89
2017-10-12,22841.01
2017-10-13,22871.72
2017-10-14,22900.133333333335
2017-10-15,22928.546666666665
2017-10-16,22956.96
2017-10-17,22997.44
2017-10-18,23157.6
2017-10-19,23163.04
2017-10-20,23328.63
2017-10-21,23310.406666666666
2017-10-22,23292.183333333334
2017-10-23,23273.96
2017-10-24,23441.76
2017-10-25,23329.46
2017-10-26,23400.86
2017-10-27,23434.19
2017-10-28,23405.706666666665
2017-10-29,23377.223333333335
2017-10-30,23348.74
2017-10-31,23377.24
2017-11-01,23435.01
2017-11-02,23516.26
2017-11-03,23539.19
2017-11-04,23542.266666666666
2017-11-05,23545.34333333333
2017-11-06,23548.42
2017-11-07,23557.23
2017-11-08,23563.36
2017-11-09,23461.94
2017-11-10,23422.21
2017-11-11,23428.04
2017-11-12,23433.87
2017-11-13,23439.7
2017-11-14,23409.47
2017-11-15,23271.28
2017-11-16,23458.36
2017-11-17,23358.24
2017-11-18,23382.27
2017-11-19,23406.300000000003
2017-11-20,23430.33
2017-11-21,23590.83
2017-11-22,23526.18
2017-11-23,23542.08
2017-11-24,23557.99
2017-11-25,23565.586666666666
2017-11-26,23573.183333333334
2017-11-27,23580.78
2017-11-28,23836.71
2017-11-29,23940.68
2017-11-30,24272.35
2017-12-01,24231.59
2017-12-02,24251.076666666668
2017-12-03,24270.56333333333
2017-12-04,24290.05
2017-12-05,24180.64
2017-12-06,24140.91
2017-12-07,24211.48
2017-12-08,24329.16
2017-12-09,24348.116666666665
2017-12-10,24367.073333333334
2017-12-11,24386.03
2017-12-12,24504.8
2017-12-13,24585.43
2017-12-14,24508.66
2017-12-15,24651.74
2017-12-16,24698.56
2017-12-17,24745.38
2017-12-18,24792.2
2017-12-19,24754.75
2017-12-20,24726.65
2017-12-21,24782.29
2017-12-22,24754.06
2017-12-23,24752.753333333334
2017-12-24,24751.446666666667
2017-12-25,24750.14
2017-12-26,24746.21
2017-12-27,24774.3
2017-12-28,24837.51
2017-12-29,24719.22
2017-12-30,24736.683333333334
2017-12-31,24754.146666666667
2018-01-01,24771.61
2018-01-02,24824.01
2018-01-03,24922.68
2018-01-04,25075.13
2018-01-05,25295.87
2018-01-06,25291.579999999998
2018-01-07,25287.29
2018-01-08,25283.0
2018-01-09,25385.8
2018-01-10,25369.13
2018-01-11,25574.73
2018-01-12,25803.19
2018-01-13,25801.469999999998
2018-01-14,25799.75
2018-01-15,25798.03
2018-01-16,25792.86
2018-01-17,26115.65
2018-01-18,26017.81
2018-01-19,26071.72
2018-01-20,26119.346666666668
2018-01-21,26166.97333333333
2018-01-22,26214.6
2018-01-23,26210.81
2018-01-24,26252.12
2018-01-25,26392.79
2018-01-26,26616.71
2018-01-27,26557.63333333333
2018-01-28,26498.556666666667
2018-01-29,26439.48
2018-01-30,26076.89
2018-01-31,26149.39
2018-02-01,26186.71
2018-02-02,25520.96
2018-02-03,25129.22333333333
2018-02-04,24737.486666666668
2018-02-05,24345.75
2018-02-06,24912.77
2018-02-07,24893.35
2018-02-08,23860.46
2018-02-09,24190.9
2018-02-10,24327.690000000002
2018-02-11,24464.48
2018-02-12,24601.27
2018-02-13,24640.45
2018-02-14,24893.49
2018-02-15,25200.37
2018-02-16,25219.38
2018-02-17,25176.943333333333
2018-02-18,25134.506666666668
2018-02-19,25092.07
2018-02-20,24964.75
2018-02-21,24797.78
2018-02-22,24962.48
2018-02-23,25309.99
2018-02-24,25443.083333333336
2018-02-25,25576.176666666666
2018-02-26,25709.27
2018-02-27,25410.03
2018-02-28,25029.2
2018-03-01,24608.98
2018-03-02,24538.06
2018-03-03,24650.293333333335
2018-03-04,24762.526666666665
2018-03-05,24874.76
2018-03-06,24884.12
2018-03-07,24801.36
2018-03-08,24895.21
2018-03-09,25335.74
2018-03-10,25283.363333333335
2018-03-11,25230.986666666668
2018-03-12,25178.61
2018-03-13,25007.03
2018-03-14,24758.12
2018-03-15,24873.66
2018-03-16,24946.51
2018-03-17,24834.643333333333
2018-03-18,24722.776666666665
2018-03-19,24610.91
2018-03-20,24727.27
2018-03-21,24682.31
2018-03-22,23957.89
2018-03-23,23533.2
2018-03-24,23756.333333333332
2018-03-25,23979.466666666667
2018-03-26,24202.6
2018-03-27,23857.71
2018-03-28,23848.42
2018-03-29,24103.11
2018-03-30,23873.65
2018-03-31,23797.163333333334
2018-04-01,23720.676666666666
2018-04-02,23644.19
2018-04-03,24033.36
2018-04-04,24264.3
2018-04-05,24505.22
2018-04-06,23932.76
2018-04-07,23948.206666666665
2018-04-08,23963.653333333332
2018-04-09,23979.1
2018-04-10,24408.0
2018-04-11,24189.45
2018-04-12,24483.05
2018-04-13,24360.14
2018-04-14,24431.106666666667
2018-04-15,24502.073333333334
2018-04-16,24573.04
2018-04-17,24786.63
2018-04-18,24748.07
2018-04-19,24664.89
2018-04-20,24462.94
2018-04-21,24458.19
2018-04-22,24453.44
2018-04-23,24448.69
2018-04-24,24024.13
2018-04-25,24083.83
2018-04-26,24322.34
2018-04-27,24311.19
2018-04-28,24261.843333333334
2018-04-29,24212.496666666666
2018-04-30,24163.15
2018-05-01,24099.05
2018-05-02,23924.98
2018-05-03,23930.15
2018-05-04,24262.51
2018-05-05,24294.11333333333
2018-05-06,24325.716666666667
2018-05-07,24357.32
2018-05-08,24360.21
2018-05-09,24542.54
2018-05-10,24739.53
2018-05-11,24831.17
2018-05-12,24853.916666666664
2018-05-13,24876.663333333334
2018-05-14,24899.41
2018-05-15,24706.41
2018-05-16,24768.93
2018-05-17,24713.98
2018-05-18,24715.09
2018-05-19,24814.49
2018-05-20,24913.89
2018-05-21,25013.29
2018-05-22,24834.41
2018-05-23,24886.81
2018-05-24,24811.76
2018-05-25,24753.09
2018-05-26,24687.816666666666
2018-05-27,24622.543333333335
2018-05-28,24557.27
2018-05-29,24361.45
2018-05-30,24667.78
2018-05-31,24415.84
2018-06-01,24635.21
2018-06-02,24694.70333333333
2018-06-03,24754.196666666667
2018-06-04,24813.69
2018-06-05,24799.98
2018-06-06,25146.39
2018-06-07,25241.41
2018-06-08,25316.53
2018-06-09,25318.456666666665
2018-06-10,25320.383333333335
2018-06-11,25322.31
2018-06-12,25320.73
2018-06-13,25201.2
2018-06-14,25175.31
2018-06-15,25090.48
2018-06-16,25056.143333333333
2018-06-17,25021.806666666667
2018-06-18,24987.47
2018-06-19,24700.21
2018-06-20,24657.8
2018-06-21,24461.7
2018-06-22,24580.89
2018-06-23,24471.526666666665
2018-06-24,24362.163333333334
2018-06-25,24252.8
2018-06-26,24283.11
2018-06-27,24117.59
2018-06-28,24216.05
2018-06-29,24271.41
2018-06-30,24283.333333333332
2018-07-01,24295.256666666668
2018-07-02,24307.18
2018-07-03,24174.82
2018-07-04,24265.78
2018-07-05,24356.74
2018-07-06,24456.48
2018-07-07,24563.183333333334
2018-07-08,24669.886666666665
2018-07-09,24776.59
2018-07-10,24919.66
2018-07-11,24700.45
2018-07-12,24924.89
2018-07-13,25019.41
2018-07-14,25034.393333333333
2018-07-15,25049.376666666667
2018-07-16,25064.36
2018-07-17,25119.89
2018-07-18,25199.29
2018-07-19,25064.5
2018-07-20,25058.12
2018-07-21,25053.51
2018-07-22,25048.9
2018-07-23,25044.29
2018-07-24,25241.94
2018-07-25,25414.1
2018-07-26,25527.07
2018-07-27,25451.06
2018-07-28,25402.983333333334
2018-07-29,25354.90666666667
2018-07-30,25306.83
2018-07-31,25415.19
2018-08-01,25333.82
2018-08-02,25326.16
2018-08-03,25462.58
2018-08-04,25475.780000000002
2018-08-05,25488.98
2018-08-06,25502.18
2018-08-07,25628.91
2018-08-08,25583.75
2018-08-09,25509.23
2018-08-10,25313.14
2018-08-11,25271.326666666668
2018-08-12,25229.513333333332
2018-08-13,25187.7
2018-08-14,25299.92
2018-08-15,25162.41
2018-08-16,25558.73
2018-08-17,25669.32
2018-08-18,25699.11
2018-08-19,25728.899999999998
2018-08-20,25758.69
2018-08-21,25822.29
2018-08-22,25733.6
2018-08-23,25656.98
2018-08-24,25790.35
2018-08-25,25876.78
2018-08-26,25963.21
2018-08-27,26049.64
2018-08-28,26064.02
2018-08-29,26124.57
2018-08-30,25986.92
2018-08-31,25964.82
2018-09-01,25962.763333333332
2018-09-02,25960.70666666667
2018-09-03,25958.65
2018-09-04,25952.48
2018-09-05,25974.99
2018-09-06,25995.87
2018-09-07,25916.54
2018-09-08,25896.716666666667
2018-09-09,25876.893333333333
2018-09-10,25857.07
2018-09-11,25971.06
2018-09-12,25998.92
2018-09-13,26145.99
2018-09-14,26154.67
2018-09-15,26123.82
2018-09-16,26092.969999999998
2018-09-17,26062.12
2018-09-18,26246.96
2018-09-19,26405.76
2018-09-20,26656.98
2018-09-21,26743.5
2018-09-22,26683.016666666666
2018-09-23,26622.533333333333
2018-09-24,26562.05
2018-09-25,26492.21
2018-09-26,26385.28
2018-09-27,26439.93
2018-09-28,26458.31
2018-09-29,26522.61
2018-09-30,26586.91
2018-10-01,26651.21
2018-10-02,26773.94
2018-10-03,26828.39
2018-10-04,26627.48
2018-10-05,26447.05
2018-10-06,26460.29333333333
2018-10-07,26473.536666666667
2018-10-08,26486.78
2018-10-09,26430.57
2018-10-10,25598.74
2018-10-11,25052.83
2018-10-12,25339.99
2018-10-13,25310.176666666666
2018-10-14,25280.363333333335
2018-10-15,25250.55
2018-10-16,25798.42
2018-10-17,25706.68
2018-10-18,25379.45
2018-10-19,25444.34
2018-10-20,25402.03
2018-10-21,25359.72
2018-10-22,25317.41
2018-10-23,25191.43
2018-10-24,24583.42
2018-10-25,24984.55
2018-10-26,24688.31
2018-10-27,24606.513333333332
2018-10-28,24524.716666666667
2018-10-29,24442.92
2018-10-30,24874.64
2018-10-31,25115.76
2018-11-01,25380.74
2018-11-02,25270.83
2018-11-03,25334.453333333335
2018-11-04,25398.076666666668
2018-11-05,25461.7
2018-11-06,25635.01
2018-11-07,26180.3
2018-11-08,26191.22
2018-11-09,25989.3
2018-11-10,25788.593333333334
2018-11-11,25587.886666666665
2018-11-12,25387.18
2018-11-13,25286.49
2018-11-14,25080.5
2018-11-15,25289.27
2018-11-16,25413.22
2018-11-17,25281.293333333335
2018-11-18,25149.366666666665
2018-11-19,25017.44
2018-11-20,24465.64
2018-11-21,24464.69
2018-11-22,24375.32
2018-11-23,24285.95
2018-11-24,24404.04666666667
2018-11-25,24522.143333333333
2018-11-26,24640.24
2018-11-27,24748.73
2018-11-28,25366.43
2018-11-29,25338.84
2018-11-30,25538.46
2018-12-01,25634.45
2018-12-02,25730.44
2018-12-03,25826.43
2018-12-04,25027.07
2018-12-05,24987.37
2018-12-06,24947.67
2018-12-07,24388.95
2018-12-08,24400.386666666665
2018-12-09,24411.823333333334
2018-12-10,24423.26
2018-12-11,24370.24
2018-12-12,24527.27
2018-12-13,24597.38
2018-12-14,24100.51
2018-12-15,23931.333333333332
2018-12-16,23762.156666666666
2018-12-17,23592.98
2018-12-18,23675.64
2018-12-19,23323.66
2018-12-20,22859.6
2018-12-21,22445.37
2018-12-22,22227.646666666667
2018-12-23,22009.923333333332
2018-12-24,21792.2
2018-12-25,22335.33
2018-12-26,22878.45
2018-12-27,23138.82
2018-12-28,23062.4
2018-12-29,23150.753333333334
2018-12-30,23239.106666666667
2018-12-31,23327.46
2019-01-01,23336.85
2019-01-02,23346.24
2019-01-03,22686.22
2019-01-04,23433.16
2019-01-05,23465.89
2019-01-06,23498.62
2019-01-07,23531.35
2019-01-08,23787.45
2019-01-09,23879.12
2019-01-10,24001.92
2019-01-11,23995.95
2019-01-12,23967.246666666666
2019-01-13,23938.543333333335
2019-01-14,23909.84
2019-01-15,24065.59
2019-01-16,24207.16
2019-01-17,24370.1
2019-01-18,24706.35
2019-01-19,24656.039999999997
2019-01-20,24605.73
2019-01-21,24555.42
2019-01-22,24404.48
2019-01-23,24575.62
2019-01-24,24553.24
2019-01-25,24737.2
2019-01-26,24667.54
2019-01-27,24597.88
2019-01-28,24528.22
2019-01-29,24579.96
2019-01-30,25014.86
2019-01-31,24999.67
2019-02-01,25063.89
2019-02-02,25122.38333333333
2019-02-03,25180.876666666667
2019-02-04,25239.37
2019-02-05,25411.52
2019-02-06,25390.3
2019-02-07,25169.53
2019-02-08,25106.33
2019-02-09,25088.59
2019-02-10,25070.850000000002
2019-02-11,25053.11
2019-02-12,25425.76
2019-02-13,25543.27
2019-02-14,25439.39
2019-02-15,25883.25
2019-02-16,25884.593333333334
2019-02-17,25885.936666666665
2019-02-18,25887.28
2019-02-19,25891.32
2019-02-20,25954.44
2019-02-21,25850.63
2019-02-22,26031.81
2019-02-23,26051.856666666667
2019-02-24,26071.903333333335
2019-02-25,26091.95
2019-02-26,26057.98
2019-02-27,25985.16
2019-02-28,25916.0
2019-03-01,26026.32
2019-03-02,25957.43
2019-03-03,25888.54
2019-03-04,25819.65
2019-03-05,25806.63
2019-03-06,25673.46
2019-03-07,25473.23
2019-03-08,25450.24
2019-03-09,25517.120000000003
2019-03-10,25584.0
2019-03-11,25650.88
2019-03-12,25554.66
2019-03-13,25702.89
2019-03-14,25709.94
2019-03-15,25848.87
2019-03-16,25870.61333333333
2019-03-17,25892.356666666667
2019-03-18,25914.1
2019-03-19,25887.38
2019-03-20,25745.67
2019-03-21,25962.51
2019-03-22,25502.32
2019-03-23,25507.156666666666
2019-03-24,25511.993333333336
2019-03-25,25516.83
2019-03-26,25657.73
2019-03-27,25625.59
2019-03-28,25717.46
2019-03-29,25928.68
2019-03-30,26038.593333333334
2019-03-31,26148.506666666664
2019-04-01,26258.42
2019-04-02,26179.13
2019-04-03,26218.13
2019-04-04,26384.63
2019-04-05,26424.99
2019-04-06,26397.0
2019-04-07,26369.010000000002
2019-04-08,26341.02
2019-04-09,26150.58
2019-04-10,26157.16
2019-04-11,26143.05
2019-04-12,26412.3
2019-04-13,26403.123333333333
2019-04-14,26393.946666666667
2019-04-15,26384.77
2019-04-16,26452.66
2019-04-17,26449.54
2019-04-18,26559.54
2019-04-19,26535.29
2019-04-20,26527.21
2019-04-21,26519.13
2019-04-22,26511.05
2019-04-23,26656.39
2019-04-24,26597.05
2019-04-25,26462.08
2019-04-26,26543.33
2019-04-27,26547.016666666666
2019-04-28,26550.703333333335
2019-04-29,26554.39
2019-04-30,26592.91
2019-05-01,26430.14
2019-05-02,26307.79
2019-05-03,26504.95
2019-05-04,26482.793333333335
2019-05-05,26460.636666666665
2019-05-06,26438.48
2019-05-07,25965.09
2019-05-08,25967.33
2019-05-09,25828.36
2019-05-10,25942.37
2019-05-11,25736.576666666668
2019-05-12,25530.783333333333
2019-05-13,25324.99
2019-05-14,25532.05
2019-05-15,25648.02
2019-05-16,25862.68
2019-05-17,25764.0
2019-05-18,25735.966666666667
2019-05-19,25707.933333333334
2019-05-20,25679.9
2019-05-21,25877.33
2019-05-22,25776.61
2019-05-23,25490.47
2019-05-24,25585.69
2019-05-25,25546.036666666667
2019-05-26,25506.38333333333
2019-05-27,25466.73
2019-05-28,25347.77
2019-05-29,25126.41
2019-05-30,25169.88
2019-05-31,24815.04
2019-06-01,24816.62
2019-06-02,24818.2
2019-06-03,24819.78
2019-06-04,25332.18
2019-06-05,25539.57
2019-06-06,25720.66
2019-06-07,25983.94
2019-06-08,26010.186666666665
2019-06-09,26036.433333333334
2019-06-10,26062.68
2019-06-11,26048.51
2019-06-12,26004.83
2019-06-13,26106.77
2019-06-14,26089.61
2019-06-15,26097.25
2019-06-16,26104.89
2019-06-17,26112.53
2019-06-18,26465.54
2019-06-19,26504.0
2019-06-20,26753.17
2019-06-21,26719.13
2019-06-22,26721.933333333334
2019-06-23,26724.736666666668
2019-06-24,26727.54
2019-06-25,26548.22
2019-06-26,26536.82
2019-06-27,26526.58
2019-06-28,26599.96
2019-06-29,26639.116666666665
2019-06-30,26678.273333333334
2019-07-01,26717.43
2019-07-02,26786.68
2019-07-03,26966.0
2019-07-04,26944.06
2019-07-05,26922.12
2019-07-06,26883.46
2019-07-07,26844.8
2019-07-08,26806.14
2019-07-09,26783.49
2019-07-10,26860.2
2019-07-11,27088.08
2019-07-12,27332.03
2019-07-13,27341.073333333334
2019-07-14,27350.116666666665
2019-07-15,27359.16
2019-07-16,27335.63
2019-07-17,27219.85
2019-07-18,27222.97
2019-07-19,27154.2
2019-07-20,27160.100000000002
2019-07-21,27166.0
2019-07-22,27171.9
2019-07-23,27349.19
2019-07-24,27269.97
2019-07-25,27140.98
2019-07-26,27192.45
2019-07-27,27202.083333333332
2019-07-28,27211.716666666667
2019-07-29,27221.35
2019-07-30,27198.02
2019-07-31,26864.27
2019-08-01,26583.42
2019-08-02,26485.01
2019-08-03,26229.253333333334
2019-08-04,25973.496666666666
2019-08-05,25717.74
2019-08-06,26029.52
2019-08-07,26007.07
2019-08-08,26378.19
2019-08-09,26287.44
2019-08-10,26160.75
2019-08-11,26034.059999999998
2019-08-12,25907.37
2019-08-13,26279.91
2019-08-14,25479.42
2019-08-15,25579.39
2019-08-16,25886.01
2019-08-17,25969.27
2019-08-18,26052.53
2019-08-19,26135.79
2019-08-20,25962.44
2019-08-21,26202.73
2019-08-22,26252.24
2019-08-23,25628.9
2019-08-24,25718.876666666667
2019-08-25,25808.853333333336
2019-08-26,25898.83
2019-08-27,25777.9
2019-08-28,26036.1
2019-08-29,26362.25
2019-08-30,26403.28
2019-08-31,26355.736666666668
2019-09-01,26308.193333333333
2019-09-02,26260.65
2019-09-03,26118.02
2019-09-04,26355.47
2019-09-05,26728.15
2019-09-06,26797.46
2019-09-07,26810.143333333333
2019-09-08,26822.826666666664
2019-09-09,26835.51
2019-09-10,26909.43
2019-09-11,27137.04
2019-09-12,27182.45
2019-09-13,27219.52
2019-09-14,27171.953333333335
2019-09-15,27124.386666666665
2019-09-16,27076.82
2019-09-17,27110.8
2019-09-18,27147.08
2019-09-19,27094.79
2019-09-20,26935.07
2019-09-21,26940.043333333335
2019-09-22,26945.016666666666
2019-09-23,26949.99
2019-09-24,26807.77
2019-09-25,26970.71
2019-09-26,26891.12
2019-09-27,26820.25
2019-09-28,26852.443333333333
2019-09-29,26884.63666666667
2019-09-30,26916.83
2019-10-01,26573.04
2019-10-02,26078.62
2019-10-03,26201.04
2019-10-04,26573.72
2019-10-05,26541.82
2019-10-06,26509.920000000002
2019-10-07,26478.02
2019-10-08,26164.04
2019-10-09,26346.01
2019-10-10,26496.67
2019-10-11,26816.59
2019-10-12,26806.846666666668
2019-10-13,26797.103333333333
2019-10-14,26787.36
2019-10-15,27024.8
2019-10-16,27001.98
2019-10-17,27025.88
2019-10-18,26770.2
2019-10-19,26789.346666666668
2019-10-20,26808.493333333332
2019-10-21,26827.64
2019-10-22,26788.1
2019-10-23,26833.95
2019-10-24,26805.53
2019-10-25,26958.06
2019-10-26,27002.280000000002
2019-10-27,27046.5
2019-10-28,27090.72
2019-10-29,27071.42
2019-10-30,27186.69
2019-10-31,27046.23
2019-11-01,27347.36
2019-11-02,27385.61
2019-11-03,27423.86
2019-11-04,27462.11
2019-11-05,27492.63
2019-11-06,27492.56
2019-11-07,27674.8
2019-11-08,27681.24
2019-11-09,27684.65666666667
2019-11-10,27688.073333333334
2019-11-11,27691.49
2019-11-12,27691.49
2019-11-13,27783.59
2019-11-14,27781.96
2019-11-15,28004.89
2019-11-16,28015.333333333332
2019-11-17,28025.77666666667
2019-11-18,28036.22
2019-11-19,27934.02
2019-11-20,27821.09
2019-11-21,27766.29
2019-11-22,27875.62
2019-11-23,27939.236666666668
2019-11-24,28002.853333333333
2019-11-25,28066.47
2019-11-26,28121.68
2019-11-27,28164.0
2019-11-28,28107.71
